age,sex,education,marriage,num_dependents,home_ownership,years_at_address,employment_status,years_employed,annual_income,monthly_income,income_source,has_other_loans,region,limit_bal,current_balance,available_credit,credit_utilization,over_limit_flag,balance_to_limit_6m_avg,utilization_trend,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,max_pay_delay,num_late_payments,payment_consistency_score,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,avg_bill_amt,max_bill_amt,bill_volatility,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,avg_pay_amt,total_paid_6m,pay_to_bill_ratio,credit_score,num_credit_inquiries_6m,num_open_accounts,num_closed_accounts,oldest_account_years,num_delinquencies_2yr,num_public_records,bankruptcy_flag,debt_collection_flag,credit_mix_score,card_type,rewards_program,card_age_months,num_cards_held,primary_card_flag,annual_fee,credit_limit_increase_count,avg_monthly_spend,num_transactions_monthly,avg_transaction_value,cash_advance_usage_pct,cash_advance_count_6m,foreign_transaction_flag,online_transaction_pct,travel_category_spend_pct,grocery_category_spend_pct,restaurant_spend_pct,returned_payment_count,weekend_spend_pct,debt_to_income_ratio,monthly_obligation_ratio,credit_limit_to_income,income_stability_index,net_worth_proxy,spend_to_income_ratio,urban_flag,state_code,zip_income_percentile,app_login_frequency_monthly,paperless_flag,autopay_enrolled,customer_service_calls_6m,dispute_count_1yr,num_cards_held_total_institutions,months_since_last_delinquency,mobile_app_user,email_open_rate,min_pay_flag,spend_to_limit_ratio,payment_to_income_ratio,repeat_late_payer_flag,credit_card_default
24,1,2,1,3,1,14.1,1,2.2,68275.0,5690.0,1,0,5,20000,12776.0,7224.0,0.6388,0,0.6109723169468478,-0.0221,-1,0,-1,3,0,-1,3,1,0.8333,5400.0,11812.0,4544.0,7162.0,9054.0,5222.0,7199.0,11812.0,2546.77,4344.0,6106.0,1681.0,3038.0,5940.0,1651.0,3793.0,22760.0,0.5269,673.0,0,9,0,7.6,0,0,0,1,5,2,1,77,7,1,95,1,6139.0,18,341.06,0.1751,0,1,0.93,0.0374,0.0171,0.4806,0,0.1876,0.1871,1.265,0.2929,0.44,15020.0,1.0787,1,28,0.1271,5,0,1,1,1,4,36,1,0.3181,0,0.3069,0.6665,0,0
22,1,1,2,1,1,1.4,1,16.8,64009.0,5334.0,1,1,2,20000,7754.0,12246.0,0.3877,0,0.4093950629180717,0.0463,-1,-1,1,0,0,-1,1,1,0.8333,5856.0,5132.0,6715.0,2396.0,5623.0,5489.0,5202.0,6715.0,1345.05,4467.0,4603.0,2974.0,1967.0,3377.0,3312.0,3450.0,20700.0,0.6632,667.0,1,9,1,20.8,1,0,0,0,5,2,0,77,6,0,95,1,4166.0,19,219.26,0.1598,1,0,0.29,0.0107,0.1013,0.178,0,0.4693,0.1211,0.9751,0.3125,1.0,107535.0,0.7809,0,29,0.4407,6,1,0,0,0,9,48,1,0.2493,0,0.2083,0.6467,0,0
26,1,1,3,1,0,0.8,3,0.7,32742.0,2728.0,1,0,3,50000,35910.0,14090.0,0.7182,0,0.7209123266562961,0.0501,0,0,-1,-2,0,5,5,1,0.8333,26640.0,22626.0,2536.0,16168.0,24660.0,6519.0,16525.0,26640.0,9143.79,17076.0,20307.0,2313.0,6700.0,17028.0,5192.0,11436.0,68616.0,0.692,644.0,1,3,2,11.0,1,0,0,0,5,4,1,164,4,0,0,0,10438.0,17,614.0,0.161,0,0,0.9374,0.2742,0.3853,0.1666,0,0.4382,1.0967,6.0553,1.527,0.1,2292.0,3.8248,1,38,0.65,11,0,0,0,0,3,31,1,0.5453,0,0.2088,4.1905,0,1
74,2,1,2,3,1,7.1,2,2.2,111023.0,9252.0,2,0,2,80000,29536.0,50464.0,0.3692,0,0.3402704347355555,-0.0775,2,-1,0,6,-1,-1,6,2,0.6667,22759.0,3466.0,6076.0,11945.0,9034.0,29682.0,13827.0,29682.0,9355.08,15039.0,732.0,5145.0,10333.0,3559.0,13674.0,8080.0,48482.0,0.5844,584.0,2,1,4,9.0,1,0,0,0,1,1,1,238,6,0,0,0,14051.0,16,878.19,0.0346,2,0,0.6801,0.4249,0.1104,0.2898,1,0.1952,0.266,1.4943,0.7206,0.04,24425.0,1.5185,1,8,0.6126,7,1,0,1,0,3,0,1,0.6428,0,0.1756,0.8732,1,0
62,2,4,1,1,0,3.5,1,6.5,22919.0,1910.0,3,1,1,200000,51780.0,148220.0,0.2589,0,0.2768211237695701,-0.0368,0,-2,7,1,1,-2,7,3,0.5,51470.0,43477.0,31183.0,150230.0,109828.0,69351.0,75923.0,150230.0,41566.47,42112.0,19463.0,23678.0,101275.0,89328.0,19881.0,49290.0,295737.0,0.6492,729.0,5,13,8,11.3,0,0,0,0,2,1,1,150,1,0,95,1,65729.0,22,2987.68,0.0638,1,0,0.7932,0.0103,0.5817,0.0781,1,0.4032,2.2592,39.7295,8.726,0.1512,14897.0,34.3951,1,10,0.7564,4,1,1,1,0,7,38,1,0.7494,0,0.3286,25.7928,0,1
38,1,2,2,1,0,3.4,1,2.0,72484.0,6040.0,1,0,3,100000,31130.0,68870.0,0.3113,0,0.3324801590507865,-0.0481,0,-1,-1,-1,-1,0,0,0,1.0,56660.0,32112.0,37072.0,13252.0,17960.0,28693.0,30958.0,56660.0,14064.65,6779.0,12978.0,15185.0,8740.0,16417.0,5403.0,10917.0,65502.0,0.3526,596.0,0,8,5,8.3,0,0,0,0,1,1,1,155,4,1,0,1,19557.0,22,888.95,0.0886,2,1,0.1297,0.3027,0.4734,0.1731,0,0.6195,0.4295,5.1246,1.3796,0.1053,14497.0,3.2374,1,27,0.2673,9,1,1,0,3,4,9,1,0.249,0,0.1956,1.8072,0,0
46,1,3,2,0,0,0.8,2,2.4,66188.0,5516.0,1,0,4,80000,51256.0,28744.0,0.6407,0,0.5936673001879027,-0.0669,1,0,-1,-1,0,-1,1,1,0.8333,35154.0,8991.0,27178.0,31642.0,42660.0,31716.0,29557.0,42660.0,10333.15,14487.0,6448.0,12819.0,21707.0,25972.0,22418.0,17308.0,103851.0,0.5856,728.0,1,7,9,7.8,0,0,0,0,4,1,0,212,2,1,0,4,31792.0,14,2270.86,0.187,0,0,0.4598,0.5991,0.1849,0.142,0,0.5031,0.7744,5.3574,1.2087,0.0889,15885.0,5.7626,1,31,0.4664,10,1,0,2,0,9,28,0,0.2707,0,0.3974,3.1372,0,0
64,2,4,2,0,0,19.3,4,14.7,67082.0,5590.0,1,1,4,10000,849.0,9151.0,0.0849,0,0.0639189048794484,-0.0082,0,4,0,-1,0,0,4,1,0.8333,2396.0,4921.0,5197.0,2495.0,5019.0,1025.0,3509.0,5197.0,1610.4,1610.0,3025.0,1014.0,420.0,4776.0,410.0,1876.0,11255.0,0.5346,646.0,0,8,5,18.5,0,1,0,0,2,2,0,104,2,0,450,0,3279.0,22,149.05,0.076,0,0,0.535,0.4269,0.2178,0.3358,0,0.5247,0.0127,0.6276,0.1491,0.3267,98611.0,0.5865,0,16,0.9597,6,1,0,2,3,7,70,1,0.4286,0,0.3279,0.3355,0,1
30,1,1,1,2,2,4.4,3,5.4,37299.0,3108.0,4,1,5,100000,44210.0,55790.0,0.4421,0,0.4225979087274585,-0.0028,0,-1,3,-1,-1,5,5,2,0.6667,68638.0,6019.0,34663.0,29172.0,29768.0,25580.0,32307.0,68638.0,18610.38,68034.0,3658.0,26818.0,17705.0,12358.0,18404.0,24496.0,146977.0,0.7582,645.0,2,2,5,11.1,0,0,0,0,4,1,1,190,6,1,0,1,20743.0,22,942.86,0.0818,0,1,0.7478,0.2329,0.0816,0.4361,0,0.6436,1.1853,10.3914,2.681,0.4909,20141.0,6.6719,1,16,0.9819,7,0,1,1,0,6,53,0,0.405,0,0.2074,7.8791,1,0
51,1,2,3,1,0,7.2,3,5.1,33376.0,2781.0,1,1,4,50000,16620.0,33380.0,0.3324,0,0.3091171135870057,0.033,0,4,1,-1,-1,0,4,2,0.6667,28427.0,9272.0,12445.0,11798.0,16523.0,19525.0,16332.0,28427.0,6351.25,20925.0,6640.0,9335.0,6824.0,1361.0,14104.0,9865.0,59189.0,0.604,727.0,0,1,9,3.0,0,1,0,0,2,4,1,8,4,1,95,0,16509.0,19,868.89,0.0117,1,0,0.4684,0.2532,0.5015,0.3196,0,0.369,0.4979,5.8706,1.498,0.1594,17022.0,5.9342,0,2,0.3841,7,1,0,1,0,9,0,1,0.374,0,0.3302,3.546,0,0
28,1,1,2,1,0,0.6,3,0.2,61050.0,5088.0,3,1,2,80000,9016.0,70984.0,0.1127,0,0.1841652082003232,-0.0029,1,-1,-1,0,-1,1,1,2,0.6667,40845.0,1976.0,44613.0,26877.0,51050.0,16445.0,30301.0,51050.0,17090.68,12085.0,1223.0,32433.0,14416.0,36235.0,11361.0,17959.0,107753.0,0.5927,647.0,2,2,5,7.4,0,1,0,0,4,2,0,185,6,0,450,1,20699.0,23,899.96,0.0312,1,0,0.1012,0.1775,0.2809,0.0555,3,0.6313,0.1477,5.9542,1.3104,0.0222,1221.0,4.0674,0,18,0.4689,6,0,0,0,0,3,52,0,0.4949,0,0.2587,3.529,0,1
43,2,2,2,3,0,5.0,1,0.8,71569.0,5964.0,1,0,3,100000,59570.0,40430.0,0.5957,0,0.6669595529281757,0.0158,-1,5,-1,-1,2,0,5,2,0.6667,43149.0,3080.0,12574.0,47783.0,38161.0,7218.0,25328.0,47783.0,18129.68,23560.0,1628.0,5175.0,13294.0,16449.0,4948.0,10842.0,65054.0,0.4281,609.0,0,4,8,1.7,0,0,0,0,2,1,1,125,5,0,550,0,21720.0,19,1143.16,0.0721,1,0,0.6456,0.0105,0.177,0.182,0,0.2182,0.8323,4.2461,1.3972,0.0333,5726.0,3.6412,1,46,0.3634,7,1,1,0,0,2,4,0,0.4932,0,0.2172,1.8176,1,0
60,1,1,1,1,2,6.6,1,0.7,45534.0,3794.0,1,1,4,10000,3263.0,6737.0,0.3263,0,0.210183700976367,-0.0109,0,-1,-1,-1,0,0,0,0,1.0,563.0,4546.0,5164.0,1120.0,3732.0,2309.0,2906.0,5164.0,1708.13,126.0,1515.0,3463.0,640.0,1776.0,1789.0,1552.0,9309.0,0.5341,694.0,2,4,0,8.2,0,0,0,1,4,3,1,184,7,1,95,1,2379.0,18,132.17,0.0709,2,1,0.3029,0.0113,0.3764,0.1491,0,0.1349,0.0717,0.7657,0.2196,0.0171,3187.0,0.6269,1,32,0.3757,9,1,1,0,1,8,39,1,0.4887,0,0.2379,0.409,0,0
36,1,4,2,1,1,0.6,1,0.4,46515.0,3876.0,1,1,3,50000,36450.0,13550.0,0.729,0,0.6863001570026882,0.0022,0,2,-1,0,-1,1,2,2,0.6667,10838.0,25519.0,4533.0,6340.0,4323.0,23225.0,12463.0,25519.0,8713.55,9235.0,4716.0,2659.0,1802.0,2628.0,19067.0,6684.0,40107.0,0.5363,759.0,0,5,4,6.2,2,0,0,0,3,3,0,135,7,1,0,1,12091.0,18,671.72,0.0223,0,0,0.6501,0.0157,0.1683,0.2052,0,0.3644,0.7836,3.2146,1.0749,0.0235,1861.0,3.1186,1,31,0.0489,7,0,1,2,1,9,0,0,0.2634,0,0.2418,1.724,0,0
65,1,2,2,1,2,3.6,3,2.1,41435.0,3453.0,1,0,4,150000,33255.0,116745.0,0.2217,0,0.1432732707594854,-0.0147,1,0,-1,2,0,2,2,3,0.5,59655.0,57591.0,74671.0,26738.0,92851.0,72396.0,63984.0,92851.0,20269.65,22941.0,27056.0,20144.0,17495.0,39093.0,60036.0,31128.0,186765.0,0.4865,633.0,1,6,6,10.2,0,0,0,0,2,1,0,239,5,1,450,1,47205.0,17,2776.76,0.0359,0,0,0.7991,0.0011,0.119,0.3034,0,0.4571,0.8026,18.5246,3.62,0.0457,8701.0,13.6668,1,21,0.6424,7,1,1,0,0,9,0,1,0.4013,0,0.3147,9.0122,1,1
44,2,2,2,4,0,1.2,1,11.7,45011.0,3751.0,1,0,3,50000,5830.0,44170.0,0.1166,0,0.1786984828385379,-0.0711,0,-1,-1,0,0,-1,0,0,1.0,11608.0,18844.0,10076.0,8803.0,16377.0,16925.0,13772.0,18844.0,3774.63,10342.0,8682.0,6362.0,6229.0,6233.0,15603.0,8908.0,53451.0,0.6468,665.0,0,12,9,14.1,0,0,0,0,5,1,1,214,3,0,95,0,11593.0,19,610.16,0.0592,0,0,0.5389,0.0468,0.3333,0.2931,0,0.5084,0.1295,3.6706,1.1108,0.468,52663.0,3.0898,0,14,0.4178,11,1,1,0,0,1,27,0,0.142,0,0.2319,2.3742,0,0
46,1,1,2,4,1,0.4,1,1.6,39502.0,3292.0,1,1,2,200000,91020.0,108980.0,0.4551,0,0.5420116306305606,0.0352,0,-1,-1,0,1,0,1,1,0.8333,132312.0,49018.0,21580.0,24981.0,135831.0,49771.0,68916.0,135831.0,47311.23,20024.0,39581.0,10493.0,16466.0,37865.0,21451.0,24313.0,145880.0,0.3528,718.0,3,10,7,2.6,2,0,0,0,3,1,1,49,6,1,95,2,66077.0,19,3477.74,0.0272,1,0,0.5731,0.0799,0.1472,0.4212,0,0.6691,2.3041,20.928,5.0629,0.0593,6320.0,20.0659,1,48,0.1244,11,1,1,0,0,2,23,1,0.6278,0,0.3304,7.3832,0,1
45,2,1,1,0,2,0.6,2,1.3,36479.0,3040.0,1,1,4,100000,19490.0,80510.0,0.1949,0,0.2195417373803661,0.0448,6,-1,4,3,0,-1,6,3,0.5,39368.0,61585.0,26650.0,29180.0,37948.0,2264.0,32832.0,61585.0,17708.68,21686.0,37001.0,25348.0,18191.0,13951.0,616.0,19466.0,116793.0,0.5929,645.0,3,2,7,6.6,0,0,0,0,2,3,1,25,6,1,550,0,28277.0,20,1413.85,0.1542,2,0,0.4944,0.1556,0.0741,0.108,0,0.4117,0.5343,10.7964,2.7412,0.05,4742.0,9.2986,0,12,0.5942,7,0,1,1,0,6,0,1,0.236,0,0.2828,6.4012,1,0
65,1,4,1,2,0,0.9,1,2.5,24747.0,2062.0,3,0,1,50000,27925.0,22075.0,0.5585,0,0.6306082921861118,0.0452,2,-1,-1,1,0,2,2,3,0.5,12548.0,16516.0,18819.0,3370.0,11865.0,11235.0,12392.0,18819.0,4853.71,9436.0,14035.0,8582.0,1963.0,6701.0,6554.0,7878.0,47271.0,0.6357,605.0,0,9,3,2.5,0,1,0,0,4,2,0,119,7,1,450,2,11314.0,16,707.12,0.0994,1,0,0.4938,0.3553,0.21,0.135,0,0.5858,1.1284,6.0068,2.0204,0.0543,6187.0,5.4842,1,8,0.5737,6,0,1,2,0,7,41,1,0.5048,0,0.2263,3.8187,1,1
61,1,2,3,1,2,3.0,4,5.8,43613.0,3634.0,1,1,1,200000,113560.0,86440.0,0.5678,0,0.6087548341840766,0.0012,-1,-1,0,-1,-1,-1,0,0,1.0,6523.0,25552.0,36309.0,95188.0,98074.0,19628.0,46879.0,98074.0,36268.62,938.0,5758.0,14279.0,56646.0,88995.0,8096.0,29119.0,174712.0,0.6212,812.0,1,8,9,9.4,0,0,0,0,2,4,1,134,5,1,95,2,42913.0,21,2043.48,0.2428,1,1,0.5125,0.1851,0.1354,0.0778,0,0.4986,2.6038,12.8966,4.5857,0.1381,25296.0,11.8055,1,47,0.4285,10,0,1,0,0,9,61,1,0.0797,0,0.2146,8.0107,0,1
49,2,3,1,2,1,0.7,4,0.4,26194.0,2183.0,1,1,3,50000,39715.0,10285.0,0.7943,0,0.7987838742636741,-0.0217,-2,-1,-2,0,-1,1,1,1,0.8333,25767.0,10062.0,21142.0,17610.0,15532.0,9068.0,16530.0,25767.0,5863.33,6948.0,9832.0,8872.0,8867.0,11607.0,6647.0,8796.0,52773.0,0.5321,688.0,1,8,0,13.2,1,0,0,0,3,2,1,226,3,0,195,1,17202.0,16,1075.12,0.0479,0,0,0.2897,0.1736,0.3553,0.1846,0,0.5591,1.5161,7.5687,1.9088,0.0133,1048.0,7.8764,1,47,0.6447,15,0,0,1,3,9,9,1,0.2413,0,0.344,4.0275,0,1
35,2,2,1,2,0,3.7,1,9.9,32844.0,2737.0,1,0,2,30000,8364.0,21636.0,0.2788,0,0.2713154127972464,0.0454,-1,3,-1,0,0,6,6,2,0.6667,16276.0,1977.0,7339.0,21631.0,2776.0,11615.0,10269.0,21631.0,7076.7,9341.0,1703.0,6406.0,19630.0,1329.0,8143.0,7759.0,46552.0,0.7556,658.0,2,12,1,1.9,1,0,0,1,3,1,0,166,6,0,195,1,8107.0,20,405.35,0.0519,1,1,0.9392,0.5741,0.3718,0.1975,0,0.3795,0.2547,3.7505,0.9134,0.6188,32516.0,2.9609,1,45,0.0149,7,0,0,1,1,5,69,0,0.2651,0,0.2702,2.8338,1,0
65,2,3,1,1,0,1.4,1,2.1,103751.0,8646.0,1,0,3,80000,26520.0,53480.0,0.3315,0,0.3235277530776439,0.0841,0,-1,0,-1,3,2,3,2,0.6667,46113.0,12326.0,3431.0,44110.0,27752.0,52989.0,31120.0,52989.0,18271.21,27042.0,7508.0,2397.0,28788.0,18496.0,20482.0,17452.0,104713.0,0.5608,737.0,3,6,7,0.5,0,0,0,0,3,1,1,116,6,1,550,0,24727.0,15,1648.47,0.1414,2,0,0.9607,0.2561,0.3999,0.1776,0,0.8041,0.2556,3.5989,0.7711,0.0457,21788.0,2.8596,1,48,0.1171,4,1,1,1,0,9,5,1,0.5248,0,0.3091,2.0183,1,0
45,2,2,1,1,0,13.7,1,3.7,64164.0,5347.0,1,0,5,200000,108980.0,91020.0,0.5449,0,0.4611116681159009,-0.0715,0,6,0,-1,-1,-1,6,1,0.8333,61819.0,36802.0,23849.0,101307.0,104641.0,97255.0,70946.0,104641.0,32188.38,27569.0,13735.0,14614.0,79284.0,32734.0,19447.0,31230.0,187383.0,0.4402,502.0,0,2,3,3.8,1,0,0,0,2,1,1,226,2,1,195,2,57628.0,17,3389.88,0.0472,0,0,0.2822,0.0678,0.1776,0.2779,0,0.2038,1.6984,13.2659,3.117,0.1423,23741.0,10.7756,1,46,0.3416,6,0,0,0,0,9,36,0,0.2784,0,0.2881,5.8396,0,0
29,2,2,1,2,0,2.2,1,6.2,53772.0,4481.0,1,1,2,50000,16470.0,33530.0,0.3294,0,0.2359981570782289,-0.088,-1,-1,0,0,6,-1,6,1,0.8333,18894.0,21365.0,24967.0,28092.0,8505.0,2359.0,17364.0,28092.0,9081.82,13020.0,9717.0,3884.0,12853.0,6804.0,2092.0,8062.0,48370.0,0.4643,701.0,3,7,9,0.8,0,1,0,0,5,1,1,62,6,1,95,0,15418.0,20,770.9,0.0159,1,0,0.4083,0.0986,0.527,0.1682,0,0.1253,0.3063,3.8742,0.9298,0.62,33339.0,3.44,1,5,0.5684,11,0,0,0,1,2,8,1,0.6716,0,0.3084,1.7988,0,0
64,2,2,1,0,2,7.4,3,7.1,60096.0,5008.0,1,0,2,50000,14520.0,35480.0,0.2904,0,0.3379366279462852,0.1006,3,5,0,4,-1,0,5,3,0.5,19818.0,28731.0,4920.0,11902.0,29146.0,26201.0,20120.0,29146.0,9048.6,8676.0,17570.0,3713.0,6686.0,23280.0,20531.0,13409.0,80456.0,0.6665,787.0,2,5,9,0.5,0,0,0,0,5,1,1,15,5,0,0,2,13890.0,12,1157.5,0.1037,2,0,0.7198,0.2964,0.3919,0.2778,1,0.3295,0.2416,4.0168,0.832,0.1578,42668.0,2.773,1,17,0.1773,13,1,0,0,0,3,18,1,0.2592,0,0.2778,2.677,1,1
28,2,1,1,2,1,0.0,4,0.7,53527.0,4461.0,1,0,2,50000,26360.0,23640.0,0.5272,0,0.5738401045287492,-0.1086,-1,-1,-1,0,-1,-1,0,0,1.0,17719.0,5628.0,23207.0,18153.0,24651.0,3332.0,15448.0,24651.0,8171.1,10109.0,1453.0,4125.0,14674.0,10495.0,2676.0,7255.0,43532.0,0.4696,710.0,1,7,0,0.6,1,0,0,0,1,1,0,8,6,1,0,2,9539.0,18,529.94,0.0965,3,1,0.7322,0.3662,0.3524,0.1136,0,0.1706,0.4925,3.4621,0.9341,0.0778,3747.0,2.1378,0,16,0.2041,5,0,0,1,0,2,72,1,0.7563,0,0.1908,1.626,0,1
31,2,1,1,0,2,3.1,2,0.1,35901.0,2992.0,1,1,3,30000,5139.0,24861.0,0.1713,0,0.1689860110830695,-0.0505,0,1,5,0,0,-1,5,2,0.6667,14671.0,6412.0,8952.0,2099.0,11400.0,12893.0,9404.0,14671.0,4211.45,7968.0,1482.0,3209.0,1539.0,3523.0,7106.0,4138.0,24827.0,0.44,562.0,1,10,4,0.5,0,0,0,0,1,1,0,82,2,0,0,0,10110.0,18,561.67,0.2633,0,0,0.7727,0.2592,0.4361,0.5653,0,0.7569,0.1431,3.142,0.8356,0.0083,359.0,3.3779,0,31,0.9014,11,0,0,2,0,7,45,0,0.1651,0,0.337,1.3826,0,0
37,1,3,3,1,0,4.0,1,10.7,30294.0,2524.0,2,1,3,200000,102540.0,97460.0,0.5127,0,0.5720438057122738,-0.0404,0,-1,1,0,-1,-1,1,1,0.8333,72715.0,35649.0,77086.0,30308.0,100416.0,115590.0,71961.0,115590.0,31073.96,52247.0,23981.0,50406.0,10756.0,43411.0,73301.0,42350.0,254102.0,0.5885,847.0,3,13,1,2.1,0,0,0,0,1,4,1,238,7,0,0,0,70384.0,14,5027.43,0.0455,3,0,0.6389,0.0572,0.1848,0.204,0,0.2561,3.3847,28.4994,6.6017,0.5944,32415.0,27.8749,0,8,0.0186,10,0,0,0,0,1,47,1,0.0955,0,0.3519,16.7723,0,0
55,2,2,1,2,0,0.4,1,3.6,55044.0,4587.0,1,0,2,150000,51870.0,98130.0,0.3458,0,0.383119357947345,0.0602,2,0,4,-1,-2,0,4,2,0.6667,70789.0,78328.0,21445.0,36845.0,77768.0,30008.0,52530.0,78328.0,23648.19,40448.0,71285.0,7748.0,29645.0,33199.0,28418.0,35124.0,210743.0,0.6686,850.0,3,9,5,10.9,1,0,0,0,1,1,1,135,5,1,95,4,45984.0,32,1437.0,0.1137,0,0,0.8054,0.2963,0.5236,0.2093,0,0.0867,0.9423,11.4494,2.725,0.1,19816.0,10.0227,1,49,0.7648,0,0,0,0,0,5,0,0,0.2251,0,0.3066,7.6556,1,1
53,1,2,1,1,1,3.4,4,7.7,58972.0,4914.0,1,1,2,10000,3696.0,6304.0,0.3696,0,0.3632493122077341,0.0405,0,-1,-1,-2,-1,0,0,0,1.0,2442.0,1872.0,5070.0,3598.0,1944.0,4340.0,3211.0,5070.0,1215.86,1847.0,1093.0,4326.0,2119.0,1181.0,3142.0,2285.0,13708.0,0.7116,783.0,2,1,5,11.9,1,3,0,0,5,2,1,168,2,0,95,3,2190.0,14,156.43,0.1575,0,1,0.8563,0.0423,0.1838,0.1765,0,0.0806,0.0627,0.6533,0.1696,0.2265,45408.0,0.4456,0,21,0.4086,9,1,0,0,0,2,0,1,0.0804,0,0.219,0.4649,0,0
25,1,3,2,1,1,0.1,1,2.4,31740.0,2645.0,1,0,2,20000,11218.0,8782.0,0.5609,0,0.4758010599302555,-0.0069,-1,-1,-1,-1,0,-1,0,0,1.0,7706.0,1172.0,3502.0,5721.0,4222.0,10545.0,5478.0,10545.0,3019.97,6393.0,1012.0,2276.0,3826.0,3885.0,10099.0,4582.0,27491.0,0.8364,627.0,2,2,0,3.3,0,0,0,0,2,2,1,111,4,1,450,3,4705.0,20,235.25,0.0285,1,0,0.2994,0.1704,0.1843,0.4688,1,0.2032,0.3534,2.0703,0.6301,0.4,7618.0,1.7782,1,44,0.5204,5,1,0,0,0,6,0,0,0.3757,0,0.2352,1.7317,0,1
62,1,2,2,0,1,0.9,2,4.4,31671.0,2639.0,1,1,1,150000,82650.0,67350.0,0.551,0,0.5311404041121349,-0.1099,-1,3,-1,-1,1,-1,3,2,0.6667,64104.0,53861.0,36414.0,69446.0,45958.0,40844.0,51771.0,69446.0,11957.59,36095.0,44262.0,31101.0,47638.0,30026.0,31636.0,36793.0,220758.0,0.7107,754.0,0,11,8,23.3,0,0,0,0,3,1,0,56,1,1,95,0,41665.0,16,2604.06,0.0013,0,0,0.4666,0.1209,0.2007,0.2681,0,0.2505,2.6096,19.6102,4.736,0.1023,13935.0,15.7822,0,13,0.2662,4,0,1,1,1,1,0,0,0.2486,0,0.2778,13.9367,0,1
59,2,1,1,0,0,1.1,3,4.5,31799.0,2650.0,1,1,3,50000,15745.0,34255.0,0.3149,0,0.293090751806065,0.0336,0,-1,0,-1,1,0,1,1,0.8333,28168.0,3408.0,13618.0,7000.0,26546.0,22499.0,16873.0,28168.0,9505.9,6529.0,819.0,9123.0,4372.0,19763.0,4004.0,7435.0,44610.0,0.4406,621.0,0,9,3,15.7,0,0,0,1,1,1,0,98,1,1,95,3,14249.0,15,949.93,0.1342,1,0,0.7271,0.3024,0.1447,0.3667,1,0.2984,0.4951,6.3648,1.5723,0.1125,14310.0,5.375,0,48,0.8708,9,1,1,2,0,5,65,0,0.5007,0,0.285,2.8046,0,0
61,1,1,2,0,1,7.6,3,0.0,76228.0,6352.0,1,1,1,100000,44830.0,55170.0,0.4483,0,0.4239787415293328,0.1254,-1,-1,3,0,-1,-1,3,1,0.8333,3205.0,42713.0,25385.0,69212.0,23687.0,36585.0,33464.0,69212.0,20205.9,2203.0,26873.0,18295.0,37633.0,12969.0,6969.0,17490.0,104942.0,0.5227,731.0,1,12,3,15.5,1,0,0,0,4,2,1,37,2,1,0,1,30093.0,19,1583.84,0.1634,1,0,0.6315,0.1437,0.1076,0.104,1,0.3309,0.5881,5.2674,1.3118,0.0,0.0,4.7368,1,2,0.2065,6,1,0,0,0,3,72,1,0.4831,0,0.3009,2.753,0,0
48,1,3,2,2,1,3.5,3,2.8,88639.0,7387.0,1,1,5,150000,71835.0,78165.0,0.4789,0,0.4708303687258694,0.0313,2,3,0,-1,0,-1,3,2,0.6667,47402.0,80004.0,52687.0,8358.0,50152.0,18463.0,42844.0,80004.0,23578.41,14310.0,72728.0,34693.0,2238.0,26651.0,15725.0,27724.0,166345.0,0.6471,683.0,2,10,1,0.9,0,0,0,0,4,2,1,199,7,1,95,0,42604.0,16,2662.75,0.11,0,0,0.8011,0.0171,0.2948,0.0682,0,0.6412,0.8104,5.7991,1.6922,0.0966,24819.0,5.7666,1,20,0.4435,9,1,0,3,0,1,63,0,0.4601,0,0.284,3.7526,1,0
27,1,4,1,0,1,3.1,1,31.1,46416.0,3868.0,1,1,3,50000,3295.0,46705.0,0.0659,0,0.0312550691929449,0.0094,1,3,0,-1,-1,-1,3,2,0.6667,27026.0,3381.0,31221.0,32506.0,14342.0,8506.0,19497.0,32506.0,11331.91,19015.0,2762.0,17828.0,25282.0,10732.0,3131.0,13125.0,78750.0,0.6732,713.0,1,12,9,5.5,0,0,0,0,1,3,0,94,4,1,195,0,14597.0,23,634.65,0.1362,0,0,0.2221,0.303,0.3105,0.2008,0,0.3234,0.071,5.0393,1.0772,1.0,144354.0,3.7728,1,25,0.4314,6,1,0,0,0,2,14,0,0.4974,0,0.2919,3.3923,0,0
29,2,1,1,1,1,0.4,4,14.7,106461.0,8872.0,1,1,4,10000,3931.0,6069.0,0.3931,0,0.3257787614803094,0.0056,-1,-1,-1,-1,0,-1,0,0,1.0,1047.0,6941.0,2492.0,3099.0,4382.0,4573.0,3756.0,6941.0,1851.65,255.0,4530.0,565.0,1376.0,3462.0,1968.0,2026.0,12156.0,0.5394,674.0,0,4,5,9.4,0,0,0,0,5,2,0,28,7,1,450,0,3382.0,16,211.38,0.135,0,0,0.572,0.0762,0.1867,0.2227,0,0.2594,0.0369,0.4233,0.0939,1.0,156498.0,0.3812,1,3,0.7527,14,0,0,1,0,7,37,1,0.4211,0,0.3382,0.2283,0,0
